,loss,val_loss,wer
0,421.7367448384783,475.85079374767486,1.0
1,231.6145670392872,229.11383783249627,1.0
2,117.49172989386724,165.6626492454892,1.0
3,107.06423673376572,94.59254382905506,1.0
4,93.65093282964025,72.40368289039249,1.0
5,84.94929942128229,62.435015542166575,0.996875
6,78.5619618238601,58.1642221723284,0.996875
7,74.05449800294409,55.747958592006135,0.98125
8,70.57534730399253,51.925658634730745,0.9760234557109557
9,68.01601781254321,50.17068145388649,0.9787459935897436
10,65.75615426572726,47.46003945668539,0.967548076923077
11,63.93226797953468,48.73965508597238,0.9631209935897436
12,62.37673150121638,46.52560333978562,0.9709334935897436
13,60.953675149113025,46.47376523699079,0.9311945866633367
14,59.72031069505179,43.89470436459496,0.9488657176157176
15,58.72436213985657,43.72817039489746,0.9289506066849815
16,57.56252772688514,42.7662988844372,0.9548992673992672
17,56.604446895002965,41.91824358985538,0.938794814254373
18,55.7744884097119,41.7758640561785,0.948598205307764
19,55.05313586344761,42.1459321975708,0.9427636318950655
20,54.080577208932525,40.353324708484465,0.9307596636410974
21,53.439565169072786,40.77181616283598,0.9311617355275441
22,52.80982765265271,40.010724203927175,0.9259977588791926
23,52.13981435995186,38.8443356468564,0.9213031045751632
24,51.65867912945143,39.245159376235236,0.9010644456646293
25,51.062580097389784,39.25295239403134,0.8957259039979626
26,50.68412597341172,38.43546858287993,0.9259596025910364
27,50.056117589494825,38.081988607134136,0.8956075327858414
28,49.538695416970945,38.75310225713821,0.9160012016170103
29,49.143779495824404,37.787062281653995,0.9031198772122482
30,48.72714817981101,37.65248952593122,0.8890557945934784
31,48.23139725181557,36.853170985267276,0.9017433891170104
32,47.781812909781756,36.45842166174026,0.8915317257803472
33,47.466393062850365,37.3436062676566,0.856591535762032
34,47.10560030641809,35.887447311764674,0.877407221812093
