,loss,val_loss,wer
0,46.142244322110066,37.21343031383696,0.799845122708174
1,45.97707233597747,37.07278024582636,0.8021398332060096
2,45.64393578588435,35.85316176641555,0.8357505431149732
3,45.235734213769966,35.937907173520045,0.7952413778011204
4,44.807250126976534,36.45963882264637,0.8055286816431116
5,44.66463172822575,35.74310048421224,0.7794092281799082
6,44.39441386084992,35.82429567972819,0.7864556475999488
7,44.05727565394039,35.54449531010219,0.7766671938661825
8,43.86852125432287,34.987397965930754,0.8005393847880059
9,43.61560133424832,35.22744283222017,0.7960818631429846
