,loss,val_loss,wer
0,39.04924834935011,32.62186531793503,0.799162664592352
1,38.74171288526867,32.407446270897275,0.8095990597943722
2,38.67474574536349,31.95829119001116,0.7991060155122657
3,38.588089158049726,32.310515222095304,0.7948359149531024
4,38.36278775870624,32.734869956970215,0.7945366048881674
5,38.17562100458286,31.742704119001115,0.8002705627705625
6,38.1376911714717,31.534983226231166,0.7722244769119767
7,37.96603734514355,32.4037960597447,0.7838476844336218
8,38.00793967908111,31.61480980827695,0.7674135326479073
9,37.71832410424157,31.636878603980655,0.7719750518578642
10,37.53500905782424,32.07954910823277,0.7833324878246753
11,37.48687854980649,31.167846270969935,0.7833485524891773
12,37.227152849720646,31.714404560270765,0.7519032399891774
13,37.19733341183283,32.18718183608282,0.76719595508658
14,37.03458334773691,31.0399626323155,0.7846573998917749
15,37.05269953634887,31.750967843191965,0.7487900771103895
16,36.65355473071073,31.521460851033527,0.7357946090367965
17,36.648800464506344,31.19623788197835,0.7756668244949495
18,36.52660696766721,31.340132032121932,0.781024531024531
19,36.43022836555774,31.2948085694086,0.7496059929653679
