,loss,val_loss,wer
0,46.71466209051532,36.1208374386742,0.8611607142857142
1,46.369106770968365,36.50365452539353,0.84583897005772
2,46.099091262592324,37.372165543692454,0.8371367131132756
3,45.655089735633155,35.34347084590367,0.8164304879148628
4,45.495745470390204,35.6600717817034,0.8431871730699855
5,45.10904222674075,37.67318975357782,0.7968144052128427
6,44.919764330253486,35.62364351181757,0.8173754847582972
7,44.57494475215586,35.1240447362264,0.8280190295815294
8,44.414522412955584,34.89563628605434,0.8368199292027417
9,44.04254733848009,34.50387096405029,0.839646746482684
10,43.79377996394064,34.72556949797131,0.8386149440836941
11,43.568452272443295,34.3611988794236,0.8449063740079364
12,43.248194989904896,34.17751938956125,0.7879850401334775
13,43.17407133164308,35.41220247177851,0.8085103264790766
14,42.88922135457177,34.30353119259789,0.7672641594516593
15,42.73889680597986,33.99280870528448,0.7926607030122655
16,42.37499966804257,33.74614229656401,0.8055569647366522
17,42.114754865303155,33.92162595476423,0.7738196699134198
18,42.06238380927252,33.59045083182199,0.7719316490800864
19,41.72374346685269,33.754096076602025,0.7679515579906204
20,41.58883061029215,33.46564974103655,0.7406520562770563
21,41.41474652923314,34.11883622124081,0.7313252502705626
22,41.19202352203099,34.33662310100737,0.7633114064754688
23,41.01828437850187,35.05794784000942,0.7190665020743147
24,40.722163625171405,34.310980751400905,0.7907261792027417
25,40.568031997455606,33.28800410316104,0.7751347177128426
26,40.458412429224424,33.231990768795924,0.7646599927849926
27,40.203355114016915,34.09864516485305,0.754153420364358
28,40.10086941226746,32.63727823893229,0.7668887536075036
29,40.026509141500014,33.09990637642996,0.7423458919552668
30,39.79197460500892,33.11922364007859,0.7352842036435785
31,39.63525131248092,32.42260528746105,0.7258145066738817
32,39.37980411608311,32.812887100946334,0.7234234081890331
33,39.28512845559809,32.26494271414621,0.7584147840007216
34,39.09919501335572,31.812066078186035,0.7255856556637806
